family,family_templates,left_element,right_element,cooccurrence_count,cooccurrence_fraction,pearson_zero_filled,spearman_zero_filled,pearson_log_both_positive
fe_alloy,298,Ni,Nb,16,0.053691275167785234,0.08579692161057963,-0.152280882567692,0.861397450236325
fe_alloy,298,Ni,Al,7,0.02348993288590604,-0.20981839553737297,-0.18404146761027157,
fe_alloy,298,Ni,V,4,0.013422818791946308,-0.031205631836749927,0.0014753373539264302,
fe_alloy,298,Ni,Ta,4,0.013422818791946308,0.12712869681645553,0.07718126669118987,
fe_alloy,298,Ni,Re,2,0.006711409395973154,0.03233005933235746,0.05132175650875063,
fe_alloy,298,Ni,Ce,3,0.010067114093959731,0.03734020196611799,0.06296190559400573,
fe_alloy,298,Ni,Ti,6,0.020134228187919462,-0.10994589658563117,-0.06725351084304855,
fe_alloy,298,Ni,Co,1,0.003355704697986577,-0.01590188932440885,-0.009819080643392935,
fe_alloy,298,Ni,B,0,0.0,-0.09704118066402713,-0.11559451802345541,
fe_alloy,298,Ni,Mg,0,0.0,,,
fe_alloy,298,Ni,Y,0,0.0,,,
fe_alloy,298,Ni,Gd,0,0.0,,,
fe_alloy,298,Mo,W,16,0.053691275167785234,-0.07519627920881093,-0.09387756107017117,-0.40870804367446173
fe_alloy,298,Mo,Nb,20,0.06711409395973154,-0.027327784306769402,-0.0047574805386547,0.5683218365599023
fe_alloy,298,Mo,Al,12,0.040268456375838924,-0.05848241301417558,-0.04457985936566417,-0.5888199427325044
fe_alloy,298,Mo,V,1,0.003355704697986577,-0.05182031283908332,-0.133108266581783,
fe_alloy,298,Mo,Ta,2,0.006711409395973154,-0.025979085730227766,-0.038003453405946096,
fe_alloy,298,Mo,Re,0,0.0,-0.03840190952347815,-0.10518095510933942,
fe_alloy,298,Mo,Ce,0,0.0,-0.04435299801804302,-0.12903676367258454,
fe_alloy,298,Mo,Ti,5,0.016778523489932886,-0.008489693122534545,-0.04385591312463417,
fe_alloy,298,Mo,Co,1,0.003355704697986577,-0.0270981077632082,-0.027588032581873086,
fe_alloy,298,Mo,B,2,0.006711409395973154,-0.011182464539575577,0.005307325983910022,
fe_alloy,298,Mo,Mg,0,0.0,,,
fe_alloy,298,Mo,Y,0,0.0,,,
fe_alloy,298,Mo,Gd,0,0.0,,,
fe_alloy,298,W,Nb,8,0.026845637583892617,-0.014365742960091382,0.2483420546397786,0.3238479294013316
fe_alloy,298,W,Al,0,0.0,-0.028116847426167924,-0.07038455928196924,
fe_alloy,298,W,V,0,0.0,-0.01656310784258637,-0.03861482391597446,
fe_alloy,298,W,Ta,0,0.0,-0.015809709836155254,-0.034479955758295246,
fe_alloy,298,W,Re,0,0.0,-0.01189307242142514,-0.024299058253891927,
fe_alloy,298,W,Ce,0,0.0,-0.013736124689669716,-0.02981026207752516,
fe_alloy,298,W,Ti,0,0.0,-0.018555136066429417,-0.04584428733498205,
fe_alloy,298,W,Co,0,0.0,-0.009152498106633544,-0.017153175734287873,
fe_alloy,298,W,B,0,0.0,-0.012965432683913937,-0.024299195990771724,
fe_alloy,298,W,Mg,0,0.0,,,
fe_alloy,298,W,Y,0,0.0,,,
fe_alloy,298,W,Gd,0,0.0,,,
fe_alloy,298,Nb,Al,2,0.006711409395973154,-0.03160563614981518,0.038477891009273235,
fe_alloy,298,Nb,V,0,0.0,-0.01996811109920263,-0.038615924865565754,
fe_alloy,298,Nb,Ta,2,0.006711409395973154,0.443929087086448,0.18579908283257254,
fe_alloy,298,Nb,Re,0,0.0,-0.014338021202233252,-0.024299751045818455,
fe_alloy,298,Nb,Ce,0,0.0,-0.01655996365432077,-0.02981111199971882,
fe_alloy,298,Nb,Ti,0,0.0,-0.02236965561998233,-0.04584559440424422,
fe_alloy,298,Nb,Co,0,0.0,-0.011034046313373645,-0.01715366478952363,
fe_alloy,298,Nb,B,0,0.0,-0.01563083466835649,-0.024299888786625274,
fe_alloy,298,Nb,Mg,0,0.0,,,
fe_alloy,298,Nb,Y,0,0.0,,,
fe_alloy,298,Nb,Gd,0,0.0,,,
fe_alloy,298,Al,V,0,0.0,-0.01871857177573822,-0.03110182913127805,
fe_alloy,298,Al,Ta,0,0.0,-0.017867129232882962,-0.02777145105677644,
fe_alloy,298,Al,Re,0,0.0,-0.013440794558017916,-0.01957137392385922,
fe_alloy,298,Al,Ce,0,0.0,-0.015523695091990803,-0.024010304423795484,
fe_alloy,298,Al,Ti,0,0.0,-0.020969835466205237,-0.03692471042831749,
fe_alloy,298,Al,Co,0,0.0,-0.010343571651198993,-0.013815811821581453,
fe_alloy,298,Al,B,2,0.006711409395973154,0.46571109567523655,0.3535099453255484,
fe_alloy,298,Al,Mg,0,0.0,,,
fe_alloy,298,Al,Y,0,0.0,,,
fe_alloy,298,Al,Gd,0,0.0,,,
fe_alloy,298,V,Ta,0,0.0,-0.010525190958864245,-0.015236149851452501,
fe_alloy,298,V,Re,0,0.0,-0.007917720161873799,-0.010737371457224159,
fe_alloy,298,V,Ce,0,0.0,-0.009144717827958709,-0.013172685699139115,
fe_alloy,298,V,Ti,0,0.0,-0.012352937048866905,-0.02025786913896456,
fe_alloy,298,V,Co,0,0.0,-0.006093204196743724,-0.00757971842388554,
fe_alloy,298,V,B,0,0.0,-0.00863163563890428,-0.010737432320983826,
fe_alloy,298,V,Mg,0,0.0,,,
fe_alloy,298,V,Y,0,0.0,,,
fe_alloy,298,V,Gd,0,0.0,,,
fe_alloy,298,Ta,Re,0,0.0,-0.007557570687383501,-0.009587615720094325,
fe_alloy,298,Ta,Ce,0,0.0,-0.008728756509199192,-0.011762156966261626,
fe_alloy,298,Ta,Ti,0,0.0,-0.01179104502747614,-0.018088660282091197,
fe_alloy,298,Ta,Co,0,0.0,-0.005816045589902968,-0.0067680835858425934,
fe_alloy,298,Ta,B,0,0.0,-0.00823901263938067,-0.009587670066573937,
fe_alloy,298,Ta,Mg,0,0.0,,,
fe_alloy,298,Ta,Y,0,0.0,,,
fe_alloy,298,Ta,Gd,0,0.0,,,
fe_alloy,298,Re,Ce,0,0.0,-0.006566327553683738,-0.008289144548738334,
fe_alloy,298,Re,Ti,0,0.0,-0.0088699763556293,-0.012747621052954817,
fe_alloy,298,Re,Co,0,0.0,-0.004375200564961634,-0.004769671355510174,
fe_alloy,298,Re,B,0,0.0,-0.006197910968429274,-0.006756718456946607,
fe_alloy,298,Re,Mg,0,0.0,,,
fe_alloy,298,Re,Y,0,0.0,,,
fe_alloy,298,Re,Gd,0,0.0,,,
fe_alloy,298,Ce,Ti,0,0.0,-0.010244543789698558,-0.015638874580363418,
fe_alloy,298,Ce,Co,0,0.0,-0.00505321908192204,-0.005851467643140018,
fe_alloy,298,Ce,B,0,0.0,-0.007158392285953544,-0.008289191534958721,
fe_alloy,298,Ce,Mg,0,0.0,,,
fe_alloy,298,Ce,Y,0,0.0,,,
fe_alloy,298,Ce,Gd,0,0.0,,,
fe_alloy,298,Ti,Co,1,0.003355704697986577,0.0365307663652822,0.36637941050904405,
fe_alloy,298,Ti,B,0,0.0,-0.00966975372483606,-0.0127476933116214,
fe_alloy,298,Ti,Mg,0,0.0,,,
fe_alloy,298,Ti,Y,0,0.0,,,
fe_alloy,298,Ti,Gd,0,0.0,,,
fe_alloy,298,Co,B,0,0.0,-0.004769698391934544,-0.004769698391934521,
fe_alloy,298,Co,Mg,0,0.0,,,
fe_alloy,298,Co,Y,0,0.0,,,
fe_alloy,298,Co,Gd,0,0.0,,,
fe_alloy,298,B,Mg,0,0.0,,,
fe_alloy,298,B,Y,0,0.0,,,
fe_alloy,298,B,Gd,0,0.0,,,
fe_alloy,298,Mg,Y,0,0.0,,,
fe_alloy,298,Mg,Gd,0,0.0,,,
fe_alloy,298,Y,Gd,0,0.0,,,
al_alloy,56,Fe,Cr,3,0.05357142857142857,-0.1027035245158968,0.01916378368961214,
al_alloy,56,Fe,Ni,0,0.0,-0.04516686488267127,-0.0782493657974234,
al_alloy,56,Fe,Mo,0,0.0,-0.13521709696744535,-0.2730619861064897,
al_alloy,56,Fe,W,0,0.0,-0.03213623203309059,-0.05483440807684433,
al_alloy,56,Fe,Nb,0,0.0,-0.060250472673210674,-0.11269127669212983,
al_alloy,56,Fe,Al,8,0.14285714285714285,-0.07547799222888957,0.26844556758066046,-0.6981469331360567
al_alloy,56,Fe,V,0,0.0,,,
al_alloy,56,Fe,Ta,0,0.0,,,
al_alloy,56,Fe,Re,0,0.0,,,
al_alloy,56,Fe,Ce,0,0.0,-0.06359564731613679,-0.11269127669212983,
al_alloy,56,Fe,Ti,1,0.017857142857142856,-0.019163293016140795,0.3221521474514604,
al_alloy,56,Fe,Co,0,0.0,-0.06241383616342188,-0.11269127669212983,
al_alloy,56,Fe,B,0,0.0,,,
al_alloy,56,Fe,Mg,2,0.03571428571428571,-0.02726236145922568,0.4497591895722439,
al_alloy,56,Fe,Y,0,0.0,-0.03213623203309062,-0.05483440807684433,
al_alloy,56,Fe,Gd,3,0.05357142857142857,0.7979304261445634,0.5286805597939372,
al_alloy,56,Cr,Ni,0,0.0,-0.08169221730269817,-0.11453829612564032,
al_alloy,56,Cr,Mo,0,0.0,-0.24456389650242252,-0.3996972282981806,
al_alloy,56,Cr,W,0,0.0,-0.058124026481731206,-0.08026441628216502,
al_alloy,56,Cr,Nb,0,0.0,-0.10897357430045058,-0.16495298957381008,
al_alloy,56,Cr,Al,15,0.26785714285714285,-0.29440046834655265,-0.014994191971553055,-0.6249154990135293
al_alloy,56,Cr,V,0,0.0,,,
al_alloy,56,Cr,Ta,0,0.0,,,
al_alloy,56,Cr,Re,0,0.0,,,
al_alloy,56,Cr,Ce,0,0.0,-0.11502391085923715,-0.16495298957381008,
al_alloy,56,Cr,Ti,1,0.017857142857142856,-0.05802167034928626,0.1551778714788524,
al_alloy,56,Cr,Co,0,0.0,-0.11288639757933315,-0.16495298957381008,
al_alloy,56,Cr,B,0,0.0,,,
al_alloy,56,Cr,Mg,2,0.03571428571428571,-0.0786365253648951,0.22921294736571593,
al_alloy,56,Cr,Y,0,0.0,-0.05812402648173147,-0.08026441628216502,
al_alloy,56,Cr,Gd,0,0.0,-0.10760808214013781,-0.16495298957381008,
al_alloy,56,Ni,Mo,0,0.0,-0.10752240147308416,-0.12920313813150366,
al_alloy,56,Ni,W,0,0.0,-0.025554200762985386,-0.025945675200460934,
al_alloy,56,Ni,Nb,0,0.0,-0.047910180420984355,-0.053321470323557094,
al_alloy,56,Ni,Al,2,0.03571428571428571,-0.07732308456615798,-0.10618560304935892,
al_alloy,56,Ni,V,0,0.0,,,
al_alloy,56,Ni,Ta,0,0.0,,,
al_alloy,56,Ni,Re,0,0.0,,,
al_alloy,56,Ni,Ce,0,0.0,-0.05057020802859439,-0.053321470323557094,
al_alloy,56,Ni,Ti,0,0.0,-0.025554200762985372,-0.025945675200460934,
al_alloy,56,Ni,Co,0,0.0,-0.04963045132565194,-0.053321470323557094,
al_alloy,56,Ni,B,0,0.0,,,
al_alloy,56,Ni,Mg,0,0.0,-0.035482826954596494,-0.03702479338842975,
al_alloy,56,Ni,Y,1,0.017857142857142856,0.8141001337634628,0.7135060680126758,
al_alloy,56,Ni,Gd,1,0.017857142857142856,0.2830778345941495,0.3198098008022275,
al_alloy,56,Mo,W,0,0.0,-0.07650220690477537,-0.09054102265126658,
al_alloy,56,Mo,Nb,0,0.0,-0.14342982468542992,-0.186072646599625,
al_alloy,56,Mo,Al,18,0.32142857142857145,-0.4582257191069866,-0.3268219718144179,-0.9271417588012207
al_alloy,56,Mo,V,0,0.0,,,
al_alloy,56,Mo,Ta,0,0.0,,,
al_alloy,56,Mo,Re,0,0.0,,,
al_alloy,56,Mo,Ce,0,0.0,-0.15139321138248346,-0.186072646599625,
al_alloy,56,Mo,Ti,0,0.0,-0.07650220690477538,-0.09054102265126658,
al_alloy,56,Mo,Co,0,0.0,-0.1485798398199969,-0.186072646599625,
al_alloy,56,Mo,B,0,0.0,,,
al_alloy,56,Mo,Mg,0,0.0,-0.10622576673103351,-0.12920313813150366,
al_alloy,56,Mo,Y,0,0.0,-0.07650220690477556,-0.09054102265126658,
al_alloy,56,Mo,Gd,0,0.0,-0.14163257886303415,-0.186072646599625,
al_alloy,56,W,Nb,0,0.0,-0.0340881015043993,-0.03736581419137266,
al_alloy,56,W,Al,1,0.017857142857142856,-0.028188794583090527,-0.04588314677411235,
al_alloy,56,W,V,0,0.0,,,
al_alloy,56,W,Ta,0,0.0,,,
al_alloy,56,W,Re,0,0.0,,,
al_alloy,56,W,Ce,0,0.0,-0.03598071159887098,-0.03736581419137266,
al_alloy,56,W,Ti,0,0.0,-0.01818181818181817,-0.018181818181818177,
al_alloy,56,W,Co,0,0.0,-0.035312074545162206,-0.03736581419137266,
al_alloy,56,W,B,0,0.0,,,
al_alloy,56,W,Mg,0,0.0,-0.02524603740297227,-0.025945675200460934,
al_alloy,56,W,Y,0,0.0,-0.018181818181818223,-0.018181818181818177,
al_alloy,56,W,Gd,0,0.0,-0.03366096092776859,-0.03736581419137266,
al_alloy,56,Nb,Al,4,0.07142857142857142,-0.38527474929634953,-0.2613787849301262,
al_alloy,56,Nb,V,0,0.0,,,
al_alloy,56,Nb,Ta,0,0.0,,,
al_alloy,56,Nb,Re,0,0.0,,,
al_alloy,56,Nb,Ce,0,0.0,-0.06745827820505576,-0.07679122386013025,
al_alloy,56,Nb,Ti,0,0.0,-0.034088101504399296,-0.03736581419137266,
al_alloy,56,Nb,Co,0,0.0,-0.0662046869784522,-0.07679122386013025,
al_alloy,56,Nb,B,0,0.0,,,
al_alloy,56,Nb,Mg,0,0.0,-0.04733242170670089,-0.05332147032355709,
al_alloy,56,Nb,Y,0,0.0,-0.03408810150439941,-0.03736581419137266,
al_alloy,56,Nb,Gd,0,0.0,-0.06310910390627672,-0.07679122386013025,
al_alloy,56,Al,V,0,0.0,,,
al_alloy,56,Al,Ta,0,0.0,,,
al_alloy,56,Al,Re,0,0.0,,,
al_alloy,56,Al,Ce,4,0.07142857142857142,-0.11820986960947975,-0.15208188745421983,
al_alloy,56,Al,Ti,1,0.017857142857142856,0.12670318740005374,0.1293070499997712,
al_alloy,56,Al,Co,4,0.07142857142857142,-0.10221580021612164,-0.1490203497097967,
al_alloy,56,Al,B,0,0.0,,,
al_alloy,56,Al,Mg,2,0.03571428571428571,0.2020373437178458,0.21481591968243682,
al_alloy,56,Al,Y,1,0.017857142857142856,-0.027065303417835727,-0.037540756451546475,
al_alloy,56,Al,Gd,4,0.07142857142857142,-0.1551365688497365,-0.13111035390492126,
al_alloy,56,V,Ta,0,0.0,,,
al_alloy,56,V,Re,0,0.0,,,
al_alloy,56,V,Ce,0,0.0,,,
al_alloy,56,V,Ti,0,0.0,,,
al_alloy,56,V,Co,0,0.0,,,
al_alloy,56,V,B,0,0.0,,,
al_alloy,56,V,Mg,0,0.0,,,
al_alloy,56,V,Y,0,0.0,,,
al_alloy,56,V,Gd,0,0.0,,,
al_alloy,56,Ta,Re,0,0.0,,,
al_alloy,56,Ta,Ce,0,0.0,,,
al_alloy,56,Ta,Ti,0,0.0,,,
al_alloy,56,Ta,Co,0,0.0,,,
al_alloy,56,Ta,B,0,0.0,,,
al_alloy,56,Ta,Mg,0,0.0,,,
al_alloy,56,Ta,Y,0,0.0,,,
al_alloy,56,Ta,Gd,0,0.0,,,
al_alloy,56,Re,Ce,0,0.0,,,
al_alloy,56,Re,Ti,0,0.0,,,
al_alloy,56,Re,Co,0,0.0,,,
al_alloy,56,Re,B,0,0.0,,,
al_alloy,56,Re,Mg,0,0.0,,,
al_alloy,56,Re,Y,0,0.0,,,
al_alloy,56,Re,Gd,0,0.0,,,
al_alloy,56,Ce,Ti,0,0.0,-0.035980711598870986,-0.03736581419137266,
al_alloy,56,Ce,Co,4,0.07142857142857142,0.8371815748673492,0.9969146383270483,
al_alloy,56,Ce,B,0,0.0,,,
al_alloy,56,Ce,Mg,0,0.0,-0.04996037149458597,-0.05332147032355709,
al_alloy,56,Ce,Y,0,0.0,-0.03598071159887105,-0.03736581419137266,
al_alloy,56,Ce,Gd,0,0.0,-0.06661299300055984,-0.07679122386013025,
al_alloy,56,Ti,Co,0,0.0,-0.035312074545162206,-0.03736581419137266,
al_alloy,56,Ti,B,0,0.0,,,
al_alloy,56,Ti,Mg,1,0.017857142857142856,0.5165826232049807,0.6875603928122148,
al_alloy,56,Ti,Y,0,0.0,-0.018181818181818205,-0.018181818181818177,
al_alloy,56,Ti,Gd,0,0.0,-0.0336609609277686,-0.03736581419137266,
al_alloy,56,Co,B,0,0.0,,,
al_alloy,56,Co,Mg,0,0.0,-0.04903194751090398,-0.05332147032355709,
al_alloy,56,Co,Y,0,0.0,-0.035312074545162254,-0.03736581419137266,
al_alloy,56,Co,Gd,0,0.0,-0.0653751098848736,-0.07679122386013025,
al_alloy,56,B,Mg,0,0.0,,,
al_alloy,56,B,Y,0,0.0,,,
al_alloy,56,B,Gd,0,0.0,,,
al_alloy,56,Mg,Y,0,0.0,-0.025246037402972325,-0.025945675200460934,
al_alloy,56,Mg,Gd,0,0.0,-0.04673932332313384,-0.053321470323557094,
al_alloy,56,Y,Gd,0,0.0,-0.03366096092776862,-0.03736581419137266,
hea,19,Fe,Cr,16,0.8421052631578947,0.16244423111810366,0.47275940923995646,0.7469448849397256
hea,19,Fe,Ni,17,0.8947368421052632,0.3084013651726132,0.24637103162328533,0.4406291370577236
hea,19,Fe,Mo,1,0.05263157894736842,-0.10453249308160667,-0.25831220943211963,
hea,19,Fe,W,0,0.0,,,
hea,19,Fe,Nb,0,0.0,,,
hea,19,Fe,Al,9,0.47368421052631576,-0.4726879261420099,-0.2727629523171977,-0.7139329192406104
hea,19,Fe,V,1,0.05263157894736842,-0.7521977789855935,-0.5333479658513638,
hea,19,Fe,Ta,0,0.0,,,
hea,19,Fe,Re,0,0.0,,,
hea,19,Fe,Ce,0,0.0,,,
hea,19,Fe,Ti,2,0.10526315789473684,-0.6404332356590731,-0.4448515353448643,
hea,19,Fe,Co,14,0.7368421052631579,0.0009475351468787162,0.2755989922541144,0.9355375717229149
hea,19,Fe,B,1,0.05263157894736842,0.2512154258103174,0.3013642443374729,
hea,19,Fe,Mg,0,0.0,,,
hea,19,Fe,Y,0,0.0,,,
hea,19,Fe,Gd,0,0.0,,,
hea,19,Cr,Ni,15,0.7894736842105263,-0.04280460041481439,-0.07309561639782544,-0.3066317091515832
hea,19,Cr,Mo,1,0.05263157894736842,-0.05855045287357305,-0.17235953142174693,
hea,19,Cr,W,0,0.0,,,
hea,19,Cr,Nb,0,0.0,,,
hea,19,Cr,Al,8,0.42105263157894735,-0.655676419664752,-0.26835984016092845,-0.15111006386131312
hea,19,Cr,V,1,0.05263157894736842,-0.06004828687164856,0.011533079947289313,
hea,19,Cr,Ta,0,0.0,,,
hea,19,Cr,Re,0,0.0,,,
hea,19,Cr,Ce,0,0.0,,,
hea,19,Cr,Ti,2,0.10526315789473684,-0.4807790638460181,-0.04839593627100253,
hea,19,Cr,Co,14,0.7368421052631579,0.42179641561861136,0.36364927209966974,0.7921890993497044
hea,19,Cr,B,0,0.0,-0.633083461646705,-0.36626400427121214,
hea,19,Cr,Mg,0,0.0,,,
hea,19,Cr,Y,0,0.0,,,
hea,19,Cr,Gd,0,0.0,,,
hea,19,Ni,Mo,1,0.05263157894736842,0.35290740218198113,0.3451747392656104,
hea,19,Ni,W,0,0.0,,,
hea,19,Ni,Nb,0,0.0,,,
hea,19,Ni,Al,8,0.42105263157894735,-0.547746413427314,-0.5123243358048927,-0.5030956898286838
hea,19,Ni,V,1,0.05263157894736842,-0.5871365267532683,-0.48832918275356546,
hea,19,Ni,Ta,0,0.0,,,
hea,19,Ni,Re,0,0.0,,,
hea,19,Ni,Ce,0,0.0,,,
hea,19,Ni,Ti,2,0.10526315789473684,-0.5407734354060784,-0.4506771609274675,
hea,19,Ni,Co,13,0.6842105263157895,0.4505276977869814,0.4334034787994608,-0.22691027668657449
hea,19,Ni,B,1,0.05263157894736842,0.24916252478423512,0.302027896857409,
hea,19,Ni,Mg,0,0.0,,,
hea,19,Ni,Y,0,0.0,,,
hea,19,Ni,Gd,0,0.0,,,
hea,19,Mo,W,0,0.0,,,
hea,19,Mo,Nb,0,0.0,,,
hea,19,Mo,Al,0,0.0,-0.17997407203408086,-0.22747070006921377,
hea,19,Mo,V,0,0.0,-0.07477252348740988,-0.08072035080630877,
hea,19,Mo,Ta,0,0.0,,,
hea,19,Mo,Re,0,0.0,,,
hea,19,Mo,Ce,0,0.0,,,
hea,19,Mo,Ti,0,0.0,-0.08392053675965162,-0.10161735558713253,
hea,19,Mo,Co,1,0.05263157894736842,0.041610382532599945,-0.13036346602366417,
hea,19,Mo,B,0,0.0,-0.05555555555555554,-0.055555555555555546,
hea,19,Mo,Mg,0,0.0,,,
hea,19,Mo,Y,0,0.0,,,
hea,19,Mo,Gd,0,0.0,,,
hea,19,W,Nb,0,0.0,,,
hea,19,W,Al,0,0.0,,,
hea,19,W,V,0,0.0,,,
hea,19,W,Ta,0,0.0,,,
hea,19,W,Re,0,0.0,,,
hea,19,W,Ce,0,0.0,,,
hea,19,W,Ti,0,0.0,,,
hea,19,W,Co,0,0.0,,,
hea,19,W,B,0,0.0,,,
hea,19,W,Mg,0,0.0,,,
hea,19,W,Y,0,0.0,,,
hea,19,W,Gd,0,0.0,,,
hea,19,Nb,Al,0,0.0,,,
hea,19,Nb,V,0,0.0,,,
hea,19,Nb,Ta,0,0.0,,,
hea,19,Nb,Re,0,0.0,,,
hea,19,Nb,Ce,0,0.0,,,
hea,19,Nb,Ti,0,0.0,,,
hea,19,Nb,Co,0,0.0,,,
hea,19,Nb,B,0,0.0,,,
hea,19,Nb,Mg,0,0.0,,,
hea,19,Nb,Y,0,0.0,,,
hea,19,Nb,Gd,0,0.0,,,
hea,19,Al,V,2,0.10526315789473684,0.5398009524716928,0.5253325997436532,
hea,19,Al,Ta,0,0.0,,,
hea,19,Al,Re,0,0.0,,,
hea,19,Al,Ce,0,0.0,,,
hea,19,Al,Ti,2,0.10526315789473684,0.7707765371015003,0.3459946187657169,
hea,19,Al,Co,6,0.3157894736842105,-0.5255293682925111,-0.4195242081528543,
hea,19,Al,B,1,0.05263157894736842,0.2826573848760999,0.3639531201107421,
hea,19,Al,Mg,0,0.0,,,
hea,19,Al,Y,0,0.0,,,
hea,19,Al,Gd,0,0.0,,,
hea,19,V,Ta,0,0.0,,,
hea,19,V,Re,0,0.0,,,
hea,19,V,Ce,0,0.0,,,
hea,19,V,Ti,2,0.10526315789473684,0.717148383089786,0.8340737451482806,
hea,19,V,Co,0,0.0,-0.5213298795325197,-0.4419653578097724,
hea,19,V,B,0,0.0,-0.0747725234874099,-0.08072035080630877,
hea,19,V,Mg,0,0.0,,,
hea,19,V,Y,0,0.0,,,
hea,19,V,Gd,0,0.0,,,
hea,19,Ta,Re,0,0.0,,,
hea,19,Ta,Ce,0,0.0,,,
hea,19,Ta,Ti,0,0.0,,,
hea,19,Ta,Co,0,0.0,,,
hea,19,Ta,B,0,0.0,,,
hea,19,Ta,Mg,0,0.0,,,
hea,19,Ta,Y,0,0.0,,,
hea,19,Ta,Gd,0,0.0,,,
hea,19,Re,Ce,0,0.0,,,
hea,19,Re,Ti,0,0.0,,,
hea,19,Re,Co,0,0.0,,,
hea,19,Re,B,0,0.0,,,
hea,19,Re,Mg,0,0.0,,,
hea,19,Re,Y,0,0.0,,,
hea,19,Re,Gd,0,0.0,,,
hea,19,Ce,Ti,0,0.0,,,
hea,19,Ce,Co,0,0.0,,,
hea,19,Ce,B,0,0.0,,,
hea,19,Ce,Mg,0,0.0,,,
hea,19,Ce,Y,0,0.0,,,
hea,19,Ce,Gd,0,0.0,,,
hea,19,Ti,Co,1,0.05263157894736842,-0.5032201840038583,-0.33117976706244384,
hea,19,Ti,B,0,0.0,-0.08392053675965157,-0.10161735558713253,
hea,19,Ti,Mg,0,0.0,,,
hea,19,Ti,Y,0,0.0,,,
hea,19,Ti,Gd,0,0.0,,,
hea,19,Co,B,0,0.0,-0.3873451066556113,-0.30418142072188303,
hea,19,Co,Mg,0,0.0,,,
hea,19,Co,Y,0,0.0,,,
hea,19,Co,Gd,0,0.0,,,
hea,19,B,Mg,0,0.0,,,
hea,19,B,Y,0,0.0,,,
hea,19,B,Gd,0,0.0,,,
hea,19,Mg,Y,0,0.0,,,
hea,19,Mg,Gd,0,0.0,,,
hea,19,Y,Gd,0,0.0,,,
nicrmo_alloy,17,Fe,Cr,0,0.0,,,
nicrmo_alloy,17,Fe,Ni,0,0.0,,,
