dataset,table,column,current_group,semantic_domain,causal_role,statistical_family,data_kind,review_priority,current_vs_proposed_changed,semantic_score,semantic_score_margin,semantic_scores,semantic_reasons,distribution_tags,causal_tags,n_rows,nonmissing_count,nonmissing_ratio,unique_count,unique_ratio_nonmissing,numeric_count,numeric_ratio_nonmissing,numeric_ratio_rows,unique_numeric_count,integer_like_ratio,numeric_min,numeric_q01,numeric_q05,numeric_q25,numeric_median,numeric_q75,numeric_q95,numeric_q99,numeric_max,numeric_mean,numeric_std,numeric_iqr,numeric_skew,positive_ratio,negative_ratio,zero_ratio,composition_set,composition_sum_median,is_element_symbol,avg_text_len,max_text_len,top_values
electrochemical_metrics_alloys,Pitting Potential,"Composition, wt.% Mn",material,material,base_material_condition,percentage_or_fraction,numeric_continuous,low,False,3.25,3.25,"{""material"": 3.25}","[""current_group:material"", ""material_name_pattern""]",[],[],810,329,0.40617283950617283,111,0.3373860182370821,329,1.0,0.40617283950617283,111,0.12158054711246201,0.0,0.0,0.014000000000000023,0.4,1.43,3.8,15.1,21.544799999999952,24.99,3.088905775075988,4.709957826745744,3.4,2.47530068663743,0.9817629179331308,0.0,0.0182370820668693,,,False,4.854103343465046,21,"[{""count"": 20, ""share"": 0.060790273556231005, ""value"": ""1""}, {""count"": 20, ""share"": 0.060790273556231005, ""value"": ""0.09""}, {""count"": 12, ""share"": 0.0364741641337386, ""value"": ""0.4""}, {""count"": 10, ""share"": 0.030395136778115502, ""value"": ""2""}, {""count"": 10, ""share"": 0.030395136778115502, ""value"": ""1.5""}, {""count"": 8, ""share"": 0.0243161094224924, ""value"": ""0.01""}, {""count"": 7, ""share"": 0.02127659574468085, ""value"": ""1.83""}, {""count"": 7, ""share"": 0.02127659574468085, ""value"": ""0.55000000000000004""}]"
electrochemical_metrics_alloys,Pitting Potential,"Composition, wt.% Cu",material,material,base_material_condition,mostly_missing,mostly_missing,low,False,3.25,3.25,"{""material"": 3.25}","[""current_group:material"", ""material_name_pattern""]","[""sparse""]",[],810,156,0.1925925925925926,39,0.25,156,1.0,0.1925925925925926,39,0.26282051282051283,0.0,0.0,0.0039,0.2,0.245,1.53,4.0,17.179999999999907,24.7,1.4637698717948717,3.12578187021776,1.33,5.030155710897855,0.9743589743589743,0.0,0.02564102564102564,,,False,4.5576923076923075,21,"[{""count"": 29, ""share"": 0.1858974358974359, ""value"": ""0.2""}, {""count"": 11, ""share"": 0.07051282051282051, ""value"": ""1""}, {""count"": 11, ""share"": 0.07051282051282051, ""value"": ""3""}, {""count"": 10, ""share"": 0.0641025641025641, ""value"": ""4""}, {""count"": 9, ""share"": 0.057692307692307696, ""value"": ""3.8999999999999998E-3""}, {""count"": 8, ""share"": 0.05128205128205128, ""value"": ""0.22""}, {""count"": 7, ""share"": 0.04487179487179487, ""value"": ""0.7""}, {""count"": 5, ""share"": 0.03205128205128205, ""value"": ""0.4""}]"
electrochemical_metrics_alloys,Pitting Potential,"Composition, wt.% P",material,material,base_material_condition,percentage_or_fraction,numeric_continuous,low,False,3.25,3.25,"{""material"": 3.25}","[""current_group:material"", ""material_name_pattern""]",[],[],810,189,0.23333333333333334,30,0.15873015873015872,189,1.0,0.23333333333333334,30,0.0,0.001,0.001,0.003,0.009,0.017,0.029,0.045,0.045,0.045,0.01970899470899471,0.01362478963654792,0.020000000000000004,0.5348068727666597,1.0,0.0,0.0,,,False,13.492063492063492,21,"[{""count"": 20, ""share"": 0.10582010582010581, ""value"": ""4.4999999999999998E-2""}, {""count"": 20, ""share"": 0.10582010582010581, ""value"": ""0.01""}, {""count"": 16, ""share"": 0.08465608465608465, ""value"": ""8.9999999999999993E-3""}, {""count"": 15, ""share"": 0.07936507936507936, ""value"": ""4.0000000000000001E-3""}, {""count"": 12, ""share"": 0.06349206349206349, ""value"": ""0.04""}, {""count"": 10, ""share"": 0.05291005291005291, ""value"": ""2.7E-2""}, {""count"": 9, ""share"": 0.047619047619047616, ""value"": ""1E-3""}, {""count"": 8, ""share"": 0.042328042328042326, ""value"": ""0.02""}]"
electrochemical_metrics_alloys,Pitting Potential,"Composition, wt.% S",material,material,base_material_condition,percentage_or_fraction,numeric_continuous,low,False,3.25,3.25,"{""material"": 3.25}","[""current_group:material"", ""material_name_pattern""]",[],[],810,199,0.24567901234567902,31,0.15577889447236182,199,1.0,0.24567901234567902,30,0.0,0.001,0.001,0.001,0.004,0.01,0.018,0.2,0.35,0.35,0.03381005025125629,0.0716885383597565,0.013999999999999999,3.056781343007119,1.0,0.0,0.0,,,False,12.442211055276381,21,"[{""count"": 20, ""share"": 0.10050251256281408, ""value"": ""0.01""}, {""count"": 16, ""share"": 0.08040201005025126, ""value"": ""<0.003""}, {""count"": 15, ""share"": 0.07537688442211055, ""value"": ""0.2""}, {""count"": 13, ""share"": 0.06532663316582915, ""value"": ""4.0000000000000001E-3""}, {""count"": 12, ""share"": 0.06030150753768844, ""value"": ""1.7999999999999999E-2""}, {""count"": 12, ""share"": 0.06030150753768844, ""value"": ""1E-3""}, {""count"": 11, ""share"": 0.05527638190954774, ""value"": ""5.0000000000000001E-3""}, {""count"": 10, ""share"": 0.05025125628140704, ""value"": ""7.0000000000000001E-3""}]"
electrochemical_metrics_alloys,Pitting Potential,"Composition, wt.% Al",material,material,base_material_condition,composition_component,numeric_continuous,low,False,3.25,3.25,"{""material"": 3.25}","[""current_group:material"", ""material_name_pattern""]","[""closed_composition_percent_candidate""]",[],810,734,0.9061728395061729,77,0.10490463215258855,734,1.0,0.9061728395061729,77,0.837874659400545,0.0,0.0,0.0,0.0,0.0,0.0,98.24115000000002,100.0,100.0,13.745897820163487,30.65412795049128,0.0,1.9908336219507707,0.22343324250681199,0.0,0.776566757493188,closed_composition_percent_candidate,99.86200000000001,False,2.137602179836512,21,"[{""count"": 570, ""share"": 0.776566757493188, ""value"": ""0""}, {""count"": 22, ""share"": 0.02997275204359673, ""value"": ""100""}, {""count"": 11, ""share"": 0.014986376021798364, ""value"": ""69.5""}, {""count"": 10, ""share"": 0.013623978201634877, ""value"": ""28""}, {""count"": 9, ""share"": 0.01226158038147139, ""value"": ""99.99""}, {""count"": 7, ""share"": 0.009536784741144414, ""value"": ""5.6""}, {""count"": 5, ""share"": 0.006811989100817439, ""value"": ""96""}, {""count"": 5, ""share"": 0.006811989100817439, ""value"": ""67.72""}]"
electrochemical_metrics_alloys,Pitting Potential,"Composition, wt.% V",material,material,base_material_condition,composition_component,numeric_discrete,low,False,3.25,3.25,"{""material"": 3.25}","[""current_group:material"", ""material_name_pattern""]","[""closed_composition_percent_candidate""]",[],810,810,1.0,8,0.009876543209876543,810,1.0,1.0,8,0.9950617283950617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.06307407407407407,1.0017507178364642,0.0,21.103810594449858,0.008641975308641974,0.0,0.991358024691358,closed_composition_percent_candidate,99.86200000000001,False,1.0160493827160493,4,"[{""count"": 803, ""share"": 0.991358024691358, ""value"": ""0""}, {""count"": 1, ""share"": 0.0012345679012345679, ""value"": ""0.69""}, {""count"": 1, ""share"": 0.0012345679012345679, ""value"": ""1""}, {""count"": 1, ""share"": 0.0012345679012345679, ""value"": ""2.25""}, {""count"": 1, ""share"": 0.0012345679012345679, ""value"": ""4.75""}, {""count"": 1, ""share"": 0.0012345679012345679, ""value"": ""6.4""}, {""count"": 1, ""share"": 0.0012345679012345679, ""value"": ""11""}, {""count"": 1, ""share"": 0.0012345679012345679, ""value"": ""25""}]"
electrochemical_metrics_alloys,Pitting Potential,"Composition, wt.% Ta",material,material,base_material_condition,composition_component,numeric_discrete,low,False,3.25,3.25,"{""material"": 3.25}","[""current_group:material"", ""material_name_pattern""]","[""closed_composition_percent_candidate""]",[],810,810,1.0,5,0.006172839506172839,810,1.0,1.0,5,0.9864197530864197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2.5,0.021074074074074075,0.21264113847581517,0.0,11.017777525289798,0.014814814814814815,0.0,0.9851851851851852,closed_composition_percent_candidate,99.86200000000001,False,1.045679012345679,18,"[{""count"": 798, ""share"": 0.9851851851851852, ""value"": ""0""}, {""count"": 5, ""share"": 0.006172839506172839, ""value"": ""2.5""}, {""count"": 5, ""share"": 0.006172839506172839, ""value"": ""0.3""}, {""count"": 1, ""share"": 0.0012345679012345679, ""value"": ""1""}, {""count"": 1, ""share"": 0.0012345679012345679, ""value"": ""2.0699999999999998""}]"
electrochemical_metrics_alloys,Pitting Potential,"Composition, wt.% Re",material,material,base_material_condition,composition_component,numeric_discrete,low,False,3.25,3.25,"{""material"": 3.25}","[""current_group:material"", ""material_name_pattern""]","[""closed_composition_percent_candidate""]",[],810,810,1.0,3,0.003703703703703704,810,1.0,1.0,3,0.9975308641975309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.004308641975308642,0.0943794733352791,0.0,24.233614812440102,0.0024691358024691358,0.0,0.9975308641975309,closed_composition_percent_candidate,99.86200000000001,False,1.0061728395061729,4,"[{""count"": 808, ""share"": 0.9975308641975309, ""value"": ""0""}, {""count"": 1, ""share"": 0.0012345679012345679, ""value"": ""0.99""}, {""count"": 1, ""share"": 0.0012345679012345679, ""value"": ""2.5""}]"
electrochemical_metrics_alloys,Pitting Potential,"Composition, wt.% Ce",material,material,base_material_condition,composition_component,numeric_discrete,low,False,3.25,3.25,"{""material"": 3.25}","[""current_group:material"", ""material_name_pattern""]","[""closed_composition_percent_candidate""]",[],810,810,1.0,8,0.009876543209876543,810,1.0,1.0,8,0.9864197530864197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.819899999999622,27.35,0.265979012345679,2.5442890036565067,0.0,9.816869400423267,0.014814814814814815,0.0,0.9851851851851852,closed_composition_percent_candidate,99.86200000000001,False,1.0679012345679013,18,"[{""count"": 798, ""share"": 0.9851851851851852, ""value"": ""0""}, {""count"": 5, ""share"": 0.006172839506172839, ""value"": ""27.35""}, {""count"": 2, ""share"": 0.0024691358024691358, ""value"": ""23.35""}, {""count"": 1, ""share"": 0.0012345679012345679, ""value"": ""0.2""}, {""count"": 1, ""share"": 0.0012345679012345679, ""value"": ""0.503""}, {""count"": 1, ""share"": 0.0012345679012345679, ""value"": ""1""}, {""count"": 1, ""share"": 0.0012345679012345679, ""value"": ""12.89""}, {""count"": 1, ""share"": 0.0012345679012345679, ""value"": ""17.399999999999999""}]"
electrochemical_metrics_alloys,Pitting Potential,"Composition, wt.% Ti",material,material,base_material_condition,composition_component,numeric_continuous,low,False,3.25,3.25,"{""material"": 3.25}","[""current_group:material"", ""material_name_pattern""]","[""closed_composition_percent_candidate""]",[],810,805,0.9938271604938271,12,0.014906832298136646,805,1.0,0.9938271604938271,12,0.9888198757763975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18720000000000256,49.0,0.10655900621118013,1.928107612923916,0.0,22.42272218383466,0.014906832298136646,0.0,0.9850931677018634,closed_composition_percent_candidate,99.86200000000001,False,1.036024844720497,4,"[{""count"": 793, ""share"": 0.9850931677018634, ""value"": ""0""}, {""count"": 2, ""share"": 0.002484472049689441, ""value"": ""0.12""}, {""count"": 1, ""share"": 0.0012422360248447205, ""value"": ""0.47""}, {""count"": 1, ""share"": 0.0012422360248447205, ""value"": ""1.88""}, {""count"": 1, ""share"": 0.0012422360248447205, ""value"": ""0.91""}, {""count"": 1, ""share"": 0.0012422360248447205, ""value"": ""1.75""}, {""count"": 1, ""share"": 0.0012422360248447205, ""value"": ""0.19""}, {""count"": 1, ""share"": 0.0012422360248447205, ""value"": ""0.31""}]"
electrochemical_metrics_alloys,Pitting Potential,"Composition, wt.% Co",material,material,base_material_condition,composition_component,numeric_continuous,low,False,3.25,3.25,"{""material"": 3.25}","[""current_group:material"", ""material_name_pattern""]","[""closed_composition_percent_candidate""]",[],810,810,1.0,18,0.022222222222222223,810,1.0,1.0,18,0.9654320987654321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.7,26.0,0.733604938271605,3.955869693140993,0.0,5.520508299781102,0.040740740740740744,0.0,0.9592592592592593,closed_composition_percent_candidate,99.86200000000001,False,1.137037037037037,18,"[{""count"": 777, ""share"": 0.9592592592592593, ""value"": ""0""}, {""count"": 7, ""share"": 0.008641975308641974, ""value"": ""24.7""}, {""count"": 5, ""share"": 0.006172839506172839, ""value"": ""4.93""}, {""count"": 3, ""share"": 0.003703703703703704, ""value"": ""26""}, {""count"": 2, ""share"": 0.0024691358024691358, ""value"": ""0.16""}, {""count"": 2, ""share"": 0.0024691358024691358, ""value"": ""24""}, {""count"": 2, ""share"": 0.0024691358024691358, ""value"": ""18.86""}, {""count"": 2, ""share"": 0.0024691358024691358, ""value"": ""11.46""}]"
electrochemical_metrics_alloys,Pitting Potential,"Composition, wt.% B",material,material,base_material_condition,composition_component,numeric_discrete,low,False,3.25,3.25,"{""material"": 3.25}","[""current_group:material"", ""material_name_pattern""]","[""closed_composition_percent_candidate""]",[],810,810,1.0,3,0.003703703703703704,810,1.0,1.0,3,0.9975308641975309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.007530864197530864,0.2106986078938088,0.0,28.401875132784244,0.003703703703703704,0.0,0.9962962962962963,closed_composition_percent_candidate,99.86200000000001,False,1.0074074074074073,4,"[{""count"": 807, ""share"": 0.9962962962962963, ""value"": ""0""}, {""count"": 2, ""share"": 0.0024691358024691358, ""value"": ""0.05""}, {""count"": 1, ""share"": 0.0012345679012345679, ""value"": ""6""}]"
electrochemical_metrics_alloys,Pitting Potential,"Composition, wt.% Mg",material,material,base_material_condition,composition_component,numeric_discrete,low,False,3.25,3.25,"{""material"": 3.25}","[""current_group:material"", ""material_name_pattern""]","[""closed_composition_percent_candidate""]",[],810,810,1.0,3,0.003703703703703704,810,1.0,1.0,3,0.9975308641975309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.43,0.004864197530864198,0.10040556684758907,0.0,21.55470840417189,0.0024691358024691358,0.0,0.9975308641975309,closed_composition_percent_candidate,99.86200000000001,False,1.0246913580246915,18,"[{""count"": 808, ""share"": 0.9975308641975309, ""value"": ""0""}, {""count"": 1, ""share"": 0.0012345679012345679, ""value"": ""1.51""}, {""count"": 1, ""share"": 0.0012345679012345679, ""value"": ""2.4300000000000002""}]"
electrochemical_metrics_alloys,Pitting Potential,"Composition, wt.% Y",material,material,base_material_condition,composition_component,numeric_binary,low,False,3.25,3.25,"{""material"": 3.25}","[""current_group:material"", ""material_name_pattern""]","[""binary"", ""closed_composition_percent_candidate""]",[],810,810,1.0,2,0.0024691358024691358,810,1.0,1.0,2,0.9962962962962963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8,0.04370370370370371,0.7167940359589237,0.0,16.340248390771748,0.003703703703703704,0.0,0.9962962962962963,closed_composition_percent_candidate,99.86200000000001,False,1.011111111111111,4,"[{""count"": 807, ""share"": 0.9962962962962963, ""value"": ""0""}, {""count"": 3, ""share"": 0.003703703703703704, ""value"": ""11.8""}]"
