dataset,table,axis,group_a,group_b,relation,n_pairs,mean_abs_spearman,median_abs_spearman,q75_abs_spearman,max_abs_spearman,median_pair_n
electrochemical_metrics_alloys,Pitting Potential,statistical_family,composition_component,electrochemical_or_rate_response,cross,16,0.09234955091337388,0.08208231930527932,0.13834602453556738,0.20656793223950023,643.5
electrochemical_metrics_alloys,Pitting Potential,statistical_family,percentage_or_fraction,percentage_or_fraction,within,15,0.22808117516876272,0.17645464365847832,0.3277942982661174,0.7748728798152944,186.0
electrochemical_metrics_alloys,Pitting Potential,statistical_family,mostly_missing,percentage_or_fraction,cross,6,0.2224372998938307,0.18512029632081226,0.23553038724222655,0.42973127590546256,79.5
electrochemical_metrics_alloys,Pitting Potential,statistical_family,percentage_or_fraction,temperature_like,cross,6,0.23362822728916208,0.21547584797274555,0.27139253521942586,0.5444514402891529,269.0
electrochemical_metrics_alloys,Pitting Potential,statistical_family,percentage_or_fraction,signed_continuous_numeric,cross,12,0.2083023284923952,0.19453053316422173,0.28789998178406334,0.5398177229043131,300.5
electrochemical_metrics_alloys,Pitting Potential,statistical_family,electrochemical_or_rate_response,percentage_or_fraction,cross,6,0.1652082677580402,0.11965241505071009,0.2164341930830383,0.37139593791739794,276.0
electrochemical_metrics_alloys,Pitting Potential,statistical_family,mostly_missing,temperature_like,cross,1,0.07951656335037556,0.07951656335037556,0.07951656335037556,0.07951656335037556,149.0
electrochemical_metrics_alloys,Pitting Potential,statistical_family,mostly_missing,signed_continuous_numeric,cross,2,0.10714719493560027,0.10714719493560027,0.1603010177956869,0.2134548406557735,149.0
electrochemical_metrics_alloys,Pitting Potential,statistical_family,electrochemical_or_rate_response,mostly_missing,cross,1,0.10249606178306434,0.10249606178306434,0.10249606178306434,0.10249606178306434,135.0
electrochemical_metrics_alloys,Pitting Potential,statistical_family,signed_continuous_numeric,temperature_like,cross,2,0.21459392390225496,0.21459392390225496,0.2603903152721257,0.3061867066419965,703.0
electrochemical_metrics_alloys,Pitting Potential,statistical_family,electrochemical_or_rate_response,temperature_like,cross,1,0.07588655912903262,0.07588655912903262,0.07588655912903262,0.07588655912903262,563.0
electrochemical_metrics_alloys,Pitting Potential,statistical_family,signed_continuous_numeric,signed_continuous_numeric,within,1,0.004369594959994454,0.004369594959994454,0.004369594959994454,0.004369594959994454,762.0
electrochemical_metrics_alloys,Pitting Potential,statistical_family,electrochemical_or_rate_response,signed_continuous_numeric,cross,2,0.17500560418587197,0.17500560418587197,0.18684416855556582,0.19868273292525968,633.0
electrochemical_metrics_alloys,Repassivation Potential,current_group,material,material,within,128,0.31036129759127984,0.2795164411103007,0.4875092774671384,0.806167155810434,189.0
electrochemical_metrics_alloys,Repassivation Potential,current_group,environment,material,cross,57,0.3062332689515533,0.2688480671620743,0.3840213673572632,0.9346844095189648,183.0
electrochemical_metrics_alloys,Repassivation Potential,current_group,history,material,cross,17,0.3162588510953109,0.27758469418356924,0.4130933508668534,0.7458797833951877,152.0
electrochemical_metrics_alloys,Repassivation Potential,current_group,environment,environment,within,3,0.34002806353120957,0.35615206314790154,0.4488086234394948,0.5414651837310881,183.0
electrochemical_metrics_alloys,Repassivation Potential,current_group,environment,history,cross,3,0.2797488539195786,0.3678994601078469,0.3736129434801974,0.3793264268525479,152.0
electrochemical_metrics_alloys,Repassivation Potential,semantic_domain,material,material,within,128,0.31036129759127984,0.2795164411103007,0.4875092774671384,0.806167155810434,189.0
electrochemical_metrics_alloys,Repassivation Potential,semantic_domain,environment,material,cross,57,0.3062332689515533,0.2688480671620743,0.3840213673572632,0.9346844095189648,183.0
electrochemical_metrics_alloys,Repassivation Potential,semantic_domain,history,material,cross,17,0.3162588510953109,0.27758469418356924,0.4130933508668534,0.7458797833951877,152.0
electrochemical_metrics_alloys,Repassivation Potential,semantic_domain,environment,environment,within,3,0.34002806353120957,0.35615206314790154,0.4488086234394948,0.5414651837310881,183.0
electrochemical_metrics_alloys,Repassivation Potential,semantic_domain,environment,history,cross,3,0.2797488539195786,0.3678994601078469,0.3736129434801974,0.3793264268525479,152.0
electrochemical_metrics_alloys,Repassivation Potential,causal_role,base_material_condition,base_material_condition,within,128,0.31036129759127984,0.2795164411103007,0.4875092774671384,0.806167155810434,189.0
electrochemical_metrics_alloys,Repassivation Potential,causal_role,base_material_condition,exposure_context,cross,57,0.3062332689515533,0.2688480671620743,0.3840213673572632,0.9346844095189648,183.0
electrochemical_metrics_alloys,Repassivation Potential,causal_role,base_material_condition,process_or_history_condition,cross,17,0.3162588510953109,0.27758469418356924,0.4130933508668534,0.7458797833951877,152.0
electrochemical_metrics_alloys,Repassivation Potential,causal_role,exposure_context,exposure_context,within,3,0.34002806353120957,0.35615206314790154,0.4488086234394948,0.5414651837310881,183.0
electrochemical_metrics_alloys,Repassivation Potential,causal_role,exposure_context,process_or_history_condition,cross,3,0.2797488539195786,0.3678994601078469,0.3736129434801974,0.3793264268525479,152.0
electrochemical_metrics_alloys,Repassivation Potential,statistical_family,composition_component,composition_component,within,78,0.22004619362180933,0.15636967604008412,0.32269022553619153,0.7997988437768466,189.0
electrochemical_metrics_alloys,Repassivation Potential,statistical_family,composition_component,percentage_or_fraction,cross,21,0.39587138532312616,0.4046051215283194,0.4892129373589411,0.6911164760603615,39.0
electrochemical_metrics_alloys,Repassivation Potential,statistical_family,composition_component,mostly_missing,cross,19,0.40413390317982834,0.46042888236348145,0.5568554426173362,0.712053565970449,23.0
electrochemical_metrics_alloys,Repassivation Potential,statistical_family,composition_component,temperature_like,cross,13,0.3644942216256411,0.33873420830341155,0.5332555553554128,0.6726758269674664,183.0
electrochemical_metrics_alloys,Repassivation Potential,statistical_family,bounded_0_1,composition_component,cross,13,0.2873473874078272,0.2741348424174226,0.3427027739781179,0.4697423134240105,189.0
electrochemical_metrics_alloys,Repassivation Potential,statistical_family,composition_component,pH_bounded,cross,13,0.24913674035140262,0.20020751885403157,0.3601495895374804,0.4993146058086287,189.0
electrochemical_metrics_alloys,Repassivation Potential,statistical_family,composition_component,electrochemical_or_rate_response,cross,13,0.23293144215418624,0.25476880099023014,0.30010934844300236,0.42848362549981533,152.0
electrochemical_metrics_alloys,Repassivation Potential,statistical_family,percentage_or_fraction,percentage_or_fraction,within,3,0.6093556968026155,0.6485978195479739,0.6829933067452336,0.7173887939424934,39.0
electrochemical_metrics_alloys,Repassivation Potential,statistical_family,mostly_missing,percentage_or_fraction,cross,6,0.6796039544056008,0.6893930945189852,0.785856242035426,0.806167155810434,24.0
electrochemical_metrics_alloys,Repassivation Potential,statistical_family,percentage_or_fraction,temperature_like,cross,3,0.19371514479790405,0.1756587267351787,0.21450241986147794,0.2533461129877772,39.0
electrochemical_metrics_alloys,Repassivation Potential,statistical_family,bounded_0_1,percentage_or_fraction,cross,3,0.20375613288376443,0.10651601311516903,0.2609095910557958,0.41530316899642256,39.0
electrochemical_metrics_alloys,Repassivation Potential,statistical_family,pH_bounded,percentage_or_fraction,cross,3,0.13507402488335146,0.0796066732076105,0.1772076412198839,0.2748086092321573,39.0
electrochemical_metrics_alloys,Repassivation Potential,statistical_family,electrochemical_or_rate_response,percentage_or_fraction,cross,3,0.6450661232496702,0.6522227736520309,0.6990512785236093,0.7458797833951877,34.0
electrochemical_metrics_alloys,Repassivation Potential,statistical_family,mostly_missing,temperature_like,cross,3,0.5750660969869887,0.6183342394167198,0.6214502988074606,0.6245663581982015,23.0
electrochemical_metrics_alloys,Repassivation Potential,statistical_family,bounded_0_1,mostly_missing,cross,3,0.39362899211302516,0.15602504221594315,0.545354725867454,0.9346844095189648,23.0
electrochemical_metrics_alloys,Repassivation Potential,statistical_family,mostly_missing,pH_bounded,cross,3,0.41295220441337105,0.2688480671620743,0.48770153385481346,0.7065550005475526,23.0
electrochemical_metrics_alloys,Repassivation Potential,statistical_family,mostly_missing,mostly_missing,within,1,0.6651089201388543,0.6651089201388543,0.6651089201388543,0.6651089201388543,23.0
electrochemical_metrics_alloys,Repassivation Potential,statistical_family,electrochemical_or_rate_response,mostly_missing,cross,1,0.4130933508668534,0.4130933508668534,0.4130933508668534,0.4130933508668534,22.0
electrochemical_metrics_alloys,Repassivation Potential,statistical_family,bounded_0_1,temperature_like,cross,1,0.5414651837310881,0.5414651837310881,0.5414651837310881,0.5414651837310881,183.0
electrochemical_metrics_alloys,Repassivation Potential,statistical_family,pH_bounded,temperature_like,cross,1,0.35615206314790154,0.35615206314790154,0.35615206314790154,0.35615206314790154,183.0
electrochemical_metrics_alloys,Repassivation Potential,statistical_family,electrochemical_or_rate_response,temperature_like,cross,1,0.3793264268525479,0.3793264268525479,0.3793264268525479,0.3793264268525479,152.0
electrochemical_metrics_alloys,Repassivation Potential,statistical_family,bounded_0_1,pH_bounded,cross,1,0.12246694371463913,0.12246694371463913,0.12246694371463913,0.12246694371463913,189.0
electrochemical_metrics_alloys,Repassivation Potential,statistical_family,bounded_0_1,electrochemical_or_rate_response,cross,1,0.3678994601078469,0.3678994601078469,0.3678994601078469,0.3678994601078469,152.0
electrochemical_metrics_alloys,Repassivation Potential,statistical_family,electrochemical_or_rate_response,pH_bounded,cross,1,0.09202067479834093,0.09202067479834093,0.09202067479834093,0.09202067479834093,152.0
electrochemical_metrics_alloys,Crevice Corrosion Potential,current_group,material,material,within,10,0.3217664311572128,0.2270672637792725,0.47380950629427826,0.7412395287797577,28.0
electrochemical_metrics_alloys,Crevice Corrosion Potential,current_group,environment,material,cross,10,0.5488821316278869,0.548753266772346,0.7934767881115505,0.8112051995370283,28.0
electrochemical_metrics_alloys,Crevice Corrosion Potential,current_group,history,material,cross,5,0.5549367152850511,0.5548064289530158,0.8110937319721548,0.8112051995370283,28.0
electrochemical_metrics_alloys,Crevice Corrosion Potential,current_group,environment,environment,within,1,0.9781791923641091,0.9781791923641091,0.9781791923641091,0.9781791923641091,28.0
electrochemical_metrics_alloys,Crevice Corrosion Potential,current_group,environment,history,cross,2,0.9890895961820545,0.9890895961820545,0.9945447980910272,1.0,28.0
electrochemical_metrics_alloys,Crevice Corrosion Potential,semantic_domain,material,material,within,10,0.3217664311572128,0.2270672637792725,0.47380950629427826,0.7412395287797577,28.0
electrochemical_metrics_alloys,Crevice Corrosion Potential,semantic_domain,environment,material,cross,10,0.5488821316278869,0.548753266772346,0.7934767881115505,0.8112051995370283,28.0
electrochemical_metrics_alloys,Crevice Corrosion Potential,semantic_domain,history,material,cross,5,0.5549367152850511,0.5548064289530158,0.8110937319721548,0.8112051995370283,28.0
electrochemical_metrics_alloys,Crevice Corrosion Potential,semantic_domain,environment,environment,within,1,0.9781791923641091,0.9781791923641091,0.9781791923641091,0.9781791923641091,28.0
electrochemical_metrics_alloys,Crevice Corrosion Potential,semantic_domain,environment,history,cross,2,0.9890895961820545,0.9890895961820545,0.9945447980910272,1.0,28.0
electrochemical_metrics_alloys,Crevice Corrosion Potential,causal_role,base_material_condition,base_material_condition,within,10,0.3217664311572128,0.2270672637792725,0.47380950629427826,0.7412395287797577,28.0
electrochemical_metrics_alloys,Crevice Corrosion Potential,causal_role,base_material_condition,exposure_context,cross,10,0.5488821316278869,0.548753266772346,0.7934767881115505,0.8112051995370283,28.0
electrochemical_metrics_alloys,Crevice Corrosion Potential,causal_role,base_material_condition,process_or_history_condition,cross,5,0.5549367152850511,0.5548064289530158,0.8110937319721548,0.8112051995370283,28.0
electrochemical_metrics_alloys,Crevice Corrosion Potential,causal_role,exposure_context,exposure_context,within,1,0.9781791923641091,0.9781791923641091,0.9781791923641091,0.9781791923641091,28.0
electrochemical_metrics_alloys,Crevice Corrosion Potential,causal_role,exposure_context,process_or_history_condition,cross,2,0.9890895961820545,0.9890895961820545,0.9945447980910272,1.0,28.0
electrochemical_metrics_alloys,Crevice Corrosion Potential,statistical_family,composition_component,composition_component,within,10,0.3217664311572128,0.2270672637792725,0.47380950629427826,0.7412395287797577,28.0
electrochemical_metrics_alloys,Crevice Corrosion Potential,statistical_family,composition_component,temperature_like,cross,5,0.5428275479707227,0.5427001045916764,0.7933950116721136,0.7935040469246962,28.0
electrochemical_metrics_alloys,Crevice Corrosion Potential,statistical_family,bounded_0_1,composition_component,cross,10,0.5549367152850511,0.5548064289530158,0.8110937319721548,0.8112051995370283,28.0
electrochemical_metrics_alloys,Crevice Corrosion Potential,statistical_family,bounded_0_1,temperature_like,cross,2,0.9781791923641091,0.9781791923641091,0.9781791923641091,0.9781791923641091,28.0
electrochemical_metrics_alloys,Crevice Corrosion Potential,statistical_family,bounded_0_1,bounded_0_1,within,1,1.0,1.0,1.0,1.0,28.0
electrochemical_metrics_alloys,Pitting Temp,current_group,material,material,within,61,0.2807942471304828,0.23126861702147766,0.4232301684823995,0.8669151298091125,90.0
electrochemical_metrics_alloys,Pitting Temp,current_group,history,material,cross,23,0.33529630988828074,0.28972503848513576,0.5254308841962763,0.6692738537885279,51.0
electrochemical_metrics_alloys,Pitting Temp,current_group,history,history,within,1,0.45920891060480656,0.45920891060480656,0.45920891060480656,0.45920891060480656,51.0
electrochemical_metrics_alloys,Pitting Temp,semantic_domain,material,material,within,61,0.2807942471304828,0.23126861702147766,0.4232301684823995,0.8669151298091125,90.0
electrochemical_metrics_alloys,Pitting Temp,semantic_domain,electrochem,material,cross,11,0.286170877527077,0.28972503848513576,0.4322587771906139,0.6389901015803647,51.0
electrochemical_metrics_alloys,Pitting Temp,semantic_domain,history,material,cross,12,0.3803279562193842,0.37668999383786883,0.5846361339752368,0.6692738537885279,82.5
electrochemical_metrics_alloys,Pitting Temp,semantic_domain,electrochem,history,cross,1,0.45920891060480656,0.45920891060480656,0.45920891060480656,0.45920891060480656,51.0
electrochemical_metrics_alloys,Pitting Temp,causal_role,base_material_condition,base_material_condition,within,61,0.2807942471304828,0.23126861702147766,0.4232301684823995,0.8669151298091125,90.0
electrochemical_metrics_alloys,Pitting Temp,causal_role,base_material_condition,downstream_response_measurement,cross,11,0.286170877527077,0.28972503848513576,0.4322587771906139,0.6389901015803647,51.0
electrochemical_metrics_alloys,Pitting Temp,causal_role,base_material_condition,process_or_history_condition,cross,12,0.3803279562193842,0.37668999383786883,0.5846361339752368,0.6692738537885279,82.5
electrochemical_metrics_alloys,Pitting Temp,causal_role,downstream_response_measurement,process_or_history_condition,cross,1,0.45920891060480656,0.45920891060480656,0.45920891060480656,0.45920891060480656,51.0
electrochemical_metrics_alloys,Pitting Temp,statistical_family,composition_component,composition_component,within,50,0.2541197227974694,0.20180285448005736,0.3958253923983482,0.8240761264246053,98.0
electrochemical_metrics_alloys,Pitting Temp,statistical_family,composition_component,percentage_or_fraction,cross,11,0.4020420850078161,0.26242050550094354,0.6929193863198835,0.8669151298091125,44.0
electrochemical_metrics_alloys,Pitting Temp,statistical_family,composition_component,signed_electrochemical_potential,cross,11,0.286170877527077,0.28972503848513576,0.4322587771906139,0.6389901015803647,51.0
electrochemical_metrics_alloys,Pitting Temp,statistical_family,bounded_0_1,composition_component,cross,11,0.3683370135936445,0.24115166257321655,0.5892517661179755,0.6692738537885279,85.0
electrochemical_metrics_alloys,Pitting Temp,statistical_family,bounded_0_1,percentage_or_fraction,cross,1,0.5122283251025211,0.5122283251025211,0.5122283251025211,0.5122283251025211,29.0
electrochemical_metrics_alloys,Pitting Temp,statistical_family,bounded_0_1,signed_electrochemical_potential,cross,1,0.45920891060480656,0.45920891060480656,0.45920891060480656,0.45920891060480656,51.0
electrochemical_metrics_alloys,Crevice Corrosion Temp,current_group,material,material,within,120,0.3940438418959251,0.3632786421965002,0.5834381185316275,0.9190208821296194,31.0
electrochemical_metrics_alloys,Crevice Corrosion Temp,current_group,history,material,cross,15,0.3422870802510454,0.303079295182187,0.46095655459933216,0.7989060313312595,32.0
electrochemical_metrics_alloys,Crevice Corrosion Temp,semantic_domain,material,material,within,120,0.3940438418959251,0.3632786421965002,0.5834381185316275,0.9190208821296194,31.0
electrochemical_metrics_alloys,Crevice Corrosion Temp,semantic_domain,history,material,cross,15,0.3422870802510454,0.303079295182187,0.46095655459933216,0.7989060313312595,32.0
electrochemical_metrics_alloys,Crevice Corrosion Temp,causal_role,base_material_condition,base_material_condition,within,120,0.3940438418959251,0.3632786421965002,0.5834381185316275,0.9190208821296194,31.0
electrochemical_metrics_alloys,Crevice Corrosion Temp,causal_role,base_material_condition,process_or_history_condition,cross,15,0.3422870802510454,0.303079295182187,0.46095655459933216,0.7989060313312595,32.0
electrochemical_metrics_alloys,Crevice Corrosion Temp,statistical_family,composition_component,composition_component,within,39,0.41469868245725844,0.34656613188750013,0.6290515781403931,0.9190208821296194,63.0
electrochemical_metrics_alloys,Crevice Corrosion Temp,statistical_family,composition_component,percentage_or_fraction,cross,63,0.40233006921470504,0.41028700388706457,0.5473678270995184,0.8240998732688767,30.0
electrochemical_metrics_alloys,Crevice Corrosion Temp,statistical_family,bounded_0_1,composition_component,cross,8,0.23529467871333531,0.19112849984509822,0.31454562709333855,0.4667109328581431,50.5
electrochemical_metrics_alloys,Crevice Corrosion Temp,statistical_family,percentage_or_fraction,percentage_or_fraction,within,18,0.3202898917306397,0.2650074602696909,0.42407858073749816,0.8656836288513168,30.0
electrochemical_metrics_alloys,Crevice Corrosion Temp,statistical_family,bounded_0_1,percentage_or_fraction,cross,7,0.46456411057985686,0.4552021763405213,0.6773666708129152,0.7989060313312595,22.0
electrochemical_metrics_alloys,"HEAs_Ecorr, icorr, ipass, Rate",current_group,material,material,within,36,0.29444691133349277,0.2990979391711274,0.4340438518884794,0.6648948280593693,51.0
electrochemical_metrics_alloys,"HEAs_Ecorr, icorr, ipass, Rate",current_group,environment,material,cross,18,0.11631533148185552,0.08088767535989028,0.17969134222485947,0.3074033549203252,51.0
electrochemical_metrics_alloys,"HEAs_Ecorr, icorr, ipass, Rate",current_group,history,material,cross,9,0.21493214733231192,0.2084645796613587,0.32899670416629373,0.38736826448709905,51.0
electrochemical_metrics_alloys,"HEAs_Ecorr, icorr, ipass, Rate",current_group,environment,environment,within,1,0.5098250812812302,0.5098250812812302,0.5098250812812302,0.5098250812812302,51.0
electrochemical_metrics_alloys,"HEAs_Ecorr, icorr, ipass, Rate",current_group,environment,history,cross,2,0.2133205914797099,0.2133205914797099,0.2459932700250017,0.27866594857029353,51.0
electrochemical_metrics_alloys,"HEAs_Ecorr, icorr, ipass, Rate",semantic_domain,material,material,within,36,0.29444691133349277,0.2990979391711274,0.4340438518884794,0.6648948280593693,51.0
electrochemical_metrics_alloys,"HEAs_Ecorr, icorr, ipass, Rate",semantic_domain,environment,material,cross,18,0.11631533148185552,0.08088767535989028,0.17969134222485947,0.3074033549203252,51.0
electrochemical_metrics_alloys,"HEAs_Ecorr, icorr, ipass, Rate",semantic_domain,history,material,cross,9,0.21493214733231192,0.2084645796613587,0.32899670416629373,0.38736826448709905,51.0
electrochemical_metrics_alloys,"HEAs_Ecorr, icorr, ipass, Rate",semantic_domain,environment,environment,within,1,0.5098250812812302,0.5098250812812302,0.5098250812812302,0.5098250812812302,51.0
electrochemical_metrics_alloys,"HEAs_Ecorr, icorr, ipass, Rate",semantic_domain,environment,history,cross,2,0.2133205914797099,0.2133205914797099,0.2459932700250017,0.27866594857029353,51.0
electrochemical_metrics_alloys,"HEAs_Ecorr, icorr, ipass, Rate",causal_role,base_material_condition,base_material_condition,within,36,0.29444691133349277,0.2990979391711274,0.4340438518884794,0.6648948280593693,51.0
electrochemical_metrics_alloys,"HEAs_Ecorr, icorr, ipass, Rate",causal_role,base_material_condition,exposure_context,cross,18,0.11631533148185552,0.08088767535989028,0.17969134222485947,0.3074033549203252,51.0
electrochemical_metrics_alloys,"HEAs_Ecorr, icorr, ipass, Rate",causal_role,base_material_condition,process_or_history_condition,cross,9,0.21493214733231192,0.2084645796613587,0.32899670416629373,0.38736826448709905,51.0
electrochemical_metrics_alloys,"HEAs_Ecorr, icorr, ipass, Rate",causal_role,exposure_context,exposure_context,within,1,0.5098250812812302,0.5098250812812302,0.5098250812812302,0.5098250812812302,51.0
electrochemical_metrics_alloys,"HEAs_Ecorr, icorr, ipass, Rate",causal_role,exposure_context,process_or_history_condition,cross,2,0.2133205914797099,0.2133205914797099,0.2459932700250017,0.27866594857029353,51.0
electrochemical_metrics_alloys,"HEAs_Ecorr, icorr, ipass, Rate",statistical_family,composition_component,composition_component,within,36,0.29444691133349277,0.2990979391711274,0.4340438518884794,0.6648948280593693,51.0
electrochemical_metrics_alloys,"HEAs_Ecorr, icorr, ipass, Rate",statistical_family,bounded_0_1,composition_component,cross,9,0.08878597347175224,0.04265454980450521,0.12121512926104958,0.23784008086303737,51.0
electrochemical_metrics_alloys,"HEAs_Ecorr, icorr, ipass, Rate",statistical_family,composition_component,pH_bounded,cross,9,0.1438446894919588,0.09725097951958715,0.19312803066198775,0.3074033549203252,51.0
electrochemical_metrics_alloys,"HEAs_Ecorr, icorr, ipass, Rate",statistical_family,composition_component,electrochemical_or_rate_response,cross,9,0.21493214733231192,0.2084645796613587,0.32899670416629373,0.38736826448709905,51.0
electrochemical_metrics_alloys,"HEAs_Ecorr, icorr, ipass, Rate",statistical_family,bounded_0_1,pH_bounded,cross,1,0.5098250812812302,0.5098250812812302,0.5098250812812302,0.5098250812812302,51.0
electrochemical_metrics_alloys,"HEAs_Ecorr, icorr, ipass, Rate",statistical_family,bounded_0_1,electrochemical_or_rate_response,cross,1,0.14797523438912621,0.14797523438912621,0.14797523438912621,0.14797523438912621,51.0
electrochemical_metrics_alloys,"HEAs_Ecorr, icorr, ipass, Rate",statistical_family,electrochemical_or_rate_response,pH_bounded,cross,1,0.27866594857029353,0.27866594857029353,0.27866594857029353,0.27866594857029353,51.0
mpea_corrosion,Sheet1,current_group,material,material,within,378,0.12356983252876601,0.06714424959350716,0.17057633613612647,1.0,619.0
mpea_corrosion,Sheet1,current_group,environment,material,cross,28,0.09054897394762793,0.05325809345440968,0.14067694344684853,0.2926430808487985,599.0
mpea_corrosion,Sheet1,current_group,intervention,material,cross,15,0.2974425718725071,0.29281409757894683,0.44647874683389244,0.5101756726453898,41.0
mpea_corrosion,Sheet1,current_group,environment,intervention,cross,1,0.6269581126350809,0.6269581126350809,0.6269581126350809,0.6269581126350809,41.0
mpea_corrosion,Sheet1,semantic_domain,material,material,within,378,0.12356983252876601,0.06714424959350716,0.17057633613612647,1.0,619.0
mpea_corrosion,Sheet1,semantic_domain,environment,material,cross,28,0.09054897394762793,0.05325809345440968,0.14067694344684853,0.2926430808487985,599.0
mpea_corrosion,Sheet1,semantic_domain,material,process,cross,15,0.2974425718725071,0.29281409757894683,0.44647874683389244,0.5101756726453898,41.0
mpea_corrosion,Sheet1,semantic_domain,environment,process,cross,1,0.6269581126350809,0.6269581126350809,0.6269581126350809,0.6269581126350809,41.0
mpea_corrosion,Sheet1,causal_role,base_material_condition,base_material_condition,within,378,0.12356983252876601,0.06714424959350716,0.17057633613612647,1.0,619.0
mpea_corrosion,Sheet1,causal_role,base_material_condition,exposure_context,cross,28,0.09054897394762793,0.05325809345440968,0.14067694344684853,0.2926430808487985,599.0
mpea_corrosion,Sheet1,causal_role,base_material_condition,process_or_history_condition,cross,15,0.2974425718725071,0.29281409757894683,0.44647874683389244,0.5101756726453898,41.0
mpea_corrosion,Sheet1,causal_role,exposure_context,process_or_history_condition,cross,1,0.6269581126350809,0.6269581126350809,0.6269581126350809,0.6269581126350809,41.0
mpea_corrosion,Sheet1,statistical_family,bounded_0_1,bounded_0_1,within,6,0.1577807847867836,0.07036333145911691,0.24732929216032534,0.44540294613254694,596.0
mpea_corrosion,Sheet1,statistical_family,bounded_0_1,concentration_like,cross,4,0.07900810161094832,0.06708923627610486,0.09636651863145827,0.1330343419054277,576.0
mpea_corrosion,Sheet1,statistical_family,bounded_0_1,high_cardinality_categorical,cross,3,0.35258096600977856,0.45011047707458407,0.4801430748599869,0.5101756726453898,41.0
mpea_corrosion,Sheet1,statistical_family,bounded_0_1,composition_component,cross,96,0.11200959963676595,0.07504585762738922,0.13890323596582127,0.4131922523358478,596.0
mpea_corrosion,Sheet1,statistical_family,concentration_like,high_cardinality_categorical,cross,1,0.6269581126350809,0.6269581126350809,0.6269581126350809,0.6269581126350809,41.0
mpea_corrosion,Sheet1,statistical_family,composition_component,concentration_like,cross,24,0.09247245267040786,0.05325809345440968,0.16407408972021775,0.2926430808487985,599.0
mpea_corrosion,Sheet1,statistical_family,composition_component,high_cardinality_categorical,cross,12,0.28365797333818926,0.28116721143173734,0.3472402968629712,0.48693902583228843,41.0
